user,item,topk,counterfactual,predicted_scores,replacement,actual_scores_0,actual_scores_1,actual_scores_2,actual_scores_3,actual_scores_4,actual_scores_avg
55,1231,"[1231, 6412, 417, 197, 12272, 6446, 7000, 1005, 1072, 155]","{8326, 17543, 786, 919, 7325, 17569, 20770, 20771, 7332, 20773, 20772, 20776, 20778, 20779, 20780, 20782, 20783, 20785, 20787, 20405, 12982, 20790, 20792, 20789, 20794, 443, 20796, 20795, 20799, 20806, 20807, 20808, 20809, 20810, 20811, 1606, 20813, 20814, 20815, 20816, 20818, 20820, 20822, 20824, 20825, 7386, 20827, 1112, 20829, 862, 8414, 20832, 20834, 739, 20837, 20839, 20840, 20841, 20843, 20845, 13165, 13167, 20848, 20850, 20852, 759, 19068}","[9.966661, 9.972956, 7.1898212, 7.3470044, 7.8994617, 7.854975, 7.0249567, 6.8183937, 7.142858, 6.8335843]",6412,"[6.607846260070801, 6.568726062774658, 6.44273567199707, 5.899918556213379, 7.550274848937988, 7.277595043182373, 4.304277420043945, 6.625604629516602, 6.922191619873047, 6.87770414352417]","[7.917789936065674, 8.022146224975586, 6.431581020355225, 5.630568981170654, 7.932476043701172, 7.817515850067139, 6.677466869354248, 6.459083080291748, 7.833361625671387, 7.31259822845459]","[8.801716804504395, 7.4257307052612305, 5.874040126800537, 6.230325698852539, 8.208959579467773, 7.343478202819824, 6.450566291809082, 6.773256778717041, 7.183765411376953, 6.700830459594727]","[6.878324508666992, 8.077062606811523, 6.732882976531982, 5.649598598480225, 8.005809783935547, 7.744889736175537, 5.968458652496338, 6.4283127784729, 7.420522689819336, 7.217316627502441]","[6.9536309242248535, 7.222237586975098, 5.787347793579102, 5.74353551864624, 7.7781758308410645, 7.918329238891602, 4.754584789276123, 6.8090128898620605, 7.2240891456604, 6.95269250869751]","[7.431861686706543, 7.463180637359619, 6.253717517852783, 5.830789470672608, 7.895139217376709, 7.620361614227295, 5.631070804595947, 6.6190540313720705, 7.316786098480224, 7.012228393554688]"
56,7176,"[7176, 6974, 1465, 19377, 1614, 1870, 1047, 2752, 12698, 622]","{665, 7239}","[6.7505035, 6.8282876, 6.0815816, 6.398798, 6.3443255, 6.014128, 6.2373323, 5.841751, 5.809413, 5.21228]",6974,"[6.9346723556518555, 6.106816291809082, 5.135776519775391, 4.679332733154297, 4.833934307098389, 5.178352355957031, 6.571021556854248, 5.072397708892822, 5.370973587036133, 5.202894687652588]","[6.597353935241699, 6.045285701751709, 5.089075565338135, 4.901150226593018, 5.472503185272217, 5.689162731170654, 5.482333660125732, 5.070501804351807, 4.869931697845459, 5.297444820404053]","[6.645959377288818, 6.474916934967041, 5.306818962097168, 4.92011833190918, 4.656630992889404, 4.068459987640381, 5.918874740600586, 4.846625804901123, 5.185457229614258, 5.0127692222595215]","[7.05672550201416, 6.73173713684082, 5.348443984985352, 5.070287227630615, 4.999210357666016, 4.269981384277344, 6.035387992858887, 5.128238201141357, 5.161778450012207, 5.133448600769043]","[6.563000202178955, 7.074858665466309, 6.096632957458496, 5.410346984863281, 5.52390193939209, 4.791860103607178, 5.488027572631836, 5.043292999267578, 5.224557876586914, 5.401315212249756]","[6.7595422744750975, 6.486722946166992, 5.395349597930908, 4.996247100830078, 5.097236156463623, 4.799563312530518, 5.899129104614258, 5.0322113037109375, 5.162539768218994, 5.209574508666992]"
57,5465,"[5465, 943, 719, 6778, 1554, 19996, 13979, 6855, 6852, 837]","{2403, 1012}","[7.3732715, 7.4433684, 7.105357, 7.0081916, 6.7332587, 6.5939217, 6.440178, 6.4587145, 6.421826, 6.351808]",943,"[7.220178604125977, 7.754655361175537, 7.211347579956055, 7.259173393249512, 5.68493127822876, 5.984732151031494, 4.0003252029418945, 6.068384170532227, 6.5536346435546875, 6.764472007751465]","[7.321104049682617, 6.73870849609375, 5.929448127746582, 7.095344543457031, 6.046827793121338, 5.971570014953613, 4.855140209197998, 5.9914703369140625, 6.378441333770752, 6.999459266662598]","[7.773749828338623, 6.872212886810303, 7.119912147521973, 6.510237693786621, 5.596350193023682, 5.508720397949219, 5.283110618591309, 5.816037178039551, 5.912158489227295, 7.152145862579346]","[7.17598295211792, 6.606836318969727, 4.4931721687316895, 6.416080474853516, 5.689761161804199, 5.1558403968811035, 5.114315986633301, 6.126835823059082, 6.6609930992126465, 7.055993556976318]","[7.282521724700928, 7.018570423126221, 6.530133247375488, 7.149499893188477, 5.771674156188965, 6.382287502288818, 4.9745941162109375, 6.481767177581787, 6.742560863494873, 6.74251127243042]","[7.354707431793213, 6.998196697235107, 6.256802654266357, 6.886067199707031, 5.757908916473388, 5.80063009262085, 4.8454972267150875, 6.096898937225342, 6.449557685852051, 6.942916393280029]"
58,1231,"[1231, 1047, 197, 1391, 7394, 17781, 12948, 6778, 1473, 12939]",,,-1,,,,,,
59,14588,"[14588, 17781, 7998, 768, 1448, 1047, 14662, 1231, 7457, 1602]","{15417, 1226, 4767}","[7.1625156, 7.183965, 6.8749475, 6.827763, 6.5902305, 6.706469, 6.58497, 6.4749956, 6.2454104, 6.150312]",17781,"[6.532534122467041, 5.312840461730957, 4.97196102142334, 7.083603858947754, 6.56384801864624, 7.422201156616211, 6.231583118438721, 4.124887943267822, 6.564810276031494, 6.3422465324401855]","[7.02985143661499, 5.172663688659668, 4.599426746368408, 5.697092533111572, 6.198305130004883, 7.227569580078125, 5.925011157989502, 3.5515098571777344, 6.361292839050293, 5.844487190246582]","[6.943784713745117, 6.707742691040039, 4.366546154022217, 5.908413410186768, 5.817140102386475, 7.554170608520508, 5.620937824249268, 6.286727428436279, 5.986751556396484, 4.8787384033203125]","[6.548068046569824, 6.3448662757873535, 4.184060096740723, 5.232820987701416, 5.506974220275879, 5.654326438903809, 5.189565181732178, 4.997691631317139, 5.794673442840576, 4.567580699920654]","[6.45872688293457, 4.9570088386535645, 4.986695289611816, 6.110248565673828, 6.390458583831787, 4.898123264312744, 5.754114627838135, 3.1128106117248535, 6.536017894744873, 4.75093412399292]","[6.702593040466309, 5.699024391174317, 4.621737861633301, 6.006435871124268, 6.095345211029053, 6.551278209686279, 5.744242382049561, 4.414725494384766, 6.248709201812744, 5.2767973899841305]"
60,461,"[461, 7061, 998, 21064, 21058, 21056, 1402, 21055, 12681, 2369]","{1112, 1526, 670}","[10.135771, 9.747823, 10.2052765, 9.907083, 9.7884245, 9.517737, 9.07776, 8.592967, 8.574861, 8.110171]",998,"[9.419004440307617, 8.920768737792969, 9.15841007232666, 8.13211727142334, 9.025256156921387, 9.01516342163086, 9.159543991088867, 8.436321258544922, 8.976189613342285, 7.761117935180664]","[9.25727367401123, 8.799898147583008, 9.502269744873047, 8.451991081237793, 9.092801094055176, 9.044522285461426, 9.15567684173584, 8.425753593444824, 8.485651969909668, 6.790450572967529]","[9.320903778076172, 8.80706787109375, 9.059691429138184, 8.244993209838867, 8.946074485778809, 8.97390079498291, 8.974493026733398, 8.245650291442871, 7.935742378234863, 7.6169328689575195]","[9.075526237487793, 8.611404418945312, 9.236605644226074, 8.061622619628906, 8.645432472229004, 8.782201766967773, 8.906181335449219, 8.344847679138184, 8.526175498962402, 6.658844470977783]","[9.295881271362305, 8.893781661987305, 9.071479797363281, 8.288148880004883, 8.622040748596191, 8.852065086364746, 9.301703453063965, 7.833889961242676, 8.413907051086426, 6.801541328430176]","[9.273717880249023, 8.80658416748047, 9.20569133758545, 8.235774612426757, 8.866320991516114, 8.933570671081544, 9.099519729614258, 8.257292556762696, 8.467533302307128, 7.1257774353027346]"
61,13552,"[13552, 7176, 1714, 468, 1217, 19073, 614, 1473, 8460, 1047]","{739, 1000, 941, 536, 1117}","[8.20151, 8.223886, 7.9834404, 7.8390427, 7.683699, 7.461995, 7.6229997, 7.5789, 7.3940043, 7.458305]",7176,"[7.411360263824463, 7.990489482879639, 7.634749889373779, 7.543177127838135, 7.6006622314453125, 7.174604892730713, 6.985045433044434, 7.70609712600708, 6.905045032501221, 5.838841915130615]","[7.385130405426025, 7.901327133178711, 7.081658363342285, 7.148433685302734, 7.491799354553223, 7.0214948654174805, 6.975197792053223, 7.668074131011963, 6.564847946166992, 7.266502857208252]","[7.653658866882324, 8.22086238861084, 7.575008869171143, 7.245290756225586, 7.333399772644043, 6.37347936630249, 7.017470359802246, 7.633581638336182, 6.497972011566162, 7.619714736938477]","[7.213770389556885, 8.05735969543457, 7.254367828369141, 6.771179676055908, 6.6588873863220215, 6.989547252655029, 6.944286823272705, 7.624095916748047, 6.571899890899658, 6.021007061004639]","[7.357076168060303, 8.21013069152832, 7.44399356842041, 7.311849117279053, 7.0967535972595215, 7.336873531341553, 6.935530662536621, 7.876955032348633, 6.765110015869141, 5.927399158477783]","[7.40419921875, 8.076033878326417, 7.397955703735351, 7.203986072540284, 7.236300468444824, 6.979199981689453, 6.971506214141845, 7.701760768890381, 6.660974979400635, 6.5346931457519535]"
62,7061,"[7061, 7395, 860, 7032, 6744, 1811, 15098, 7031, 6718, 998]","{384, 7299, 7300, 531, 787, 1045, 919, 924, 7325, 7332, 7333, 7339, 941, 1197, 19891, 51, 12981, 439, 7992, 21048, 21051, 21052, 7161, 21055, 21056, 1473, 21063, 21064, 21065, 1095, 21067, 460, 846, 7120, 17629, 862, 8413, 13539, 13412, 16997, 13413, 8425, 621, 882, 19065}","[4.4797206, 2.6457462, 2.6431909, 2.7470222, 2.68324, 2.6051626, 4.0241914, 2.5587323, 3.1873286, 4.4975038]",998,"[2.248115062713623, 0.8075713515281677, 1.351304292678833, 0.8828468918800354, 1.4592695236206055, 0.7628281116485596, 1.4652570486068726, 0.9066473245620728, 1.594247817993164, 1.420551061630249]","[2.6717092990875244, 0.9908235669136047, 2.2461020946502686, 0.963291347026825, 1.6922519207000732, 1.1655609607696533, 1.4547948837280273, 1.2488255500793457, 2.2211318016052246, 1.1911463737487793]","[2.386930227279663, 1.0234192609786987, 2.2358603477478027, 1.5635355710983276, 1.4232240915298462, 1.1524600982666016, 2.0040652751922607, 1.5624377727508545, 2.482999801635742, 1.2915012836456299]","[2.669088125228882, 1.7448866367340088, 2.1694374084472656, 1.3781291246414185, 1.5584964752197266, 1.3991541862487793, 2.4643661975860596, 1.2436655759811401, 2.468881368637085, 1.5467329025268555]","[3.0378665924072266, 1.4202334880828857, 2.0375423431396484, 1.3887556791305542, 1.8517303466796875, 1.4336135387420654, 1.4226787090301514, 1.2186622619628906, 2.400911569595337, 1.4645652770996094]","[2.6027418613433837, 1.1973868608474731, 2.0080492973327635, 1.2353117227554322, 1.5969944715499877, 1.182723379135132, 1.7622324228286743, 1.2360476970672607, 2.2336344718933105, 1.3828993797302247]"
63,1231,"[1231, 6412, 12948, 7000, 307, 5238, 12272, 7047, 4340, 197]",,,-1,,,,,,
64,197,"[197, 1391, 1231, 7394, 6778, 860, 803, 417, 6989, 23361]","{684, 1188}","[8.704316, 8.725191, 7.9608026, 7.939366, 7.8575025, 7.4665275, 7.358667, 7.210564, 7.2982907, 7.288078]",1391,"[9.007706642150879, 8.10357666015625, 6.851337432861328, 7.429988384246826, 7.712871074676514, 7.27002477645874, 7.079161167144775, 6.50989294052124, 7.007047176361084, 6.804991722106934]","[8.5441312789917, 8.031233787536621, 4.834242820739746, 7.1419219970703125, 7.268183708190918, 8.024893760681152, 7.141300678253174, 6.36638069152832, 6.768308162689209, 7.257547378540039]","[8.804293632507324, 8.346048355102539, 7.4160475730896, 7.439143180847168, 7.3668999671936035, 7.249688148498535, 7.030177593231201, 6.506597995758057, 6.615511417388916, 6.670926570892334]","[8.49370002746582, 9.029396057128906, 5.289029598236084, 6.880128860473633, 7.967952728271484, 7.678645610809326, 7.014191627502441, 6.2213521003723145, 6.600564479827881, 7.325636863708496]","[8.676359176635742, 8.632378578186035, 6.690760135650635, 6.705164909362793, 7.527388572692871, 7.1726579666137695, 7.160849571228027, 6.511655330657959, 6.425535202026367, 6.30137300491333]","[8.705238151550294, 8.428526687622071, 6.216283512115479, 7.119269466400146, 7.5686592102050785, 7.4791820526123045, 7.085136127471924, 6.423175811767578, 6.683393287658691, 6.872095108032227]"
65,1231,"[1231, 7047, 13460, 12681, 18106, 4341, 4340, 80, 7049, 1458]","{19073, 1123, 14057, 853, 1112, 475}","[8.163094, 8.1777315, 7.7831073, 7.2887473, 7.178698, 7.0503187, 7.0081983, 6.9240313, 6.845359, 6.726796]",7047,"[7.561890125274658, 7.342223167419434, 7.945311546325684, 7.900891304016113, 7.000596523284912, 6.499873161315918, 6.737697601318359, 6.5549211502075195, 7.219945430755615, 5.534905433654785]","[6.261068820953369, 7.434290409088135, 7.695109844207764, 7.803562164306641, 5.77353572845459, 4.541289329528809, 4.284353256225586, 6.713614463806152, 7.2880167961120605, 5.374354362487793]","[4.972033977508545, 8.104567527770996, 7.91166353225708, 7.6903157234191895, 5.678741931915283, 7.0843024253845215, 6.969318866729736, 7.191728115081787, 7.1688055992126465, 4.35574197769165]","[7.639565944671631, 7.091009616851807, 7.820529460906982, 7.0981597900390625, 6.130507946014404, 6.618213653564453, 6.481029987335205, 6.470216274261475, 7.32456636428833, 5.345489978790283]","[4.522351264953613, 7.517266273498535, 7.960341453552246, 7.966366291046143, 6.992837429046631, 6.883717060089111, 6.524141311645508, 7.107595920562744, 7.328267574310303, 5.4614577293396]","[6.191382026672363, 7.497871398925781, 7.866591167449951, 7.6918590545654295, 6.315243911743164, 6.325479125976562, 6.199308204650879, 6.807615184783936, 7.265920352935791, 5.214389896392822]"
66,669,"[669, 668, 7473, 7241, 946, 1547, 6778, 14747, 12700, 12939]","{7300, 1387, 13005, 7503, 16280, 858, 6718}","[7.94757, 7.890385, 7.949837, 7.7330194, 7.2219067, 7.108748, 6.9826813, 6.870951, 6.849984, 6.741656]",7473,"[7.3827667236328125, 7.589560508728027, 7.794947624206543, 7.207368850708008, 8.021296501159668, 6.148751258850098, 6.778532028198242, 6.5210981369018555, 6.265614986419678, 5.914580821990967]","[7.667749404907227, 8.329354286193848, 7.367220878601074, 7.622131824493408, 7.620281219482422, 6.951440334320068, 6.427136421203613, 6.747017860412598, 6.536409378051758, 7.139423847198486]","[7.916842937469482, 7.948583126068115, 7.99073600769043, 7.250056743621826, 7.290718078613281, 6.285365581512451, 7.179156303405762, 4.958154201507568, 6.275878429412842, 6.193734645843506]","[7.0490922927856445, 7.89594030380249, 8.834293365478516, 7.446122169494629, 6.925590515136719, 7.0395379066467285, 6.644740581512451, 6.8759446144104, 6.56837272644043, 7.006796836853027]","[8.005960464477539, 8.225613594055176, 8.006522178649902, 7.686948776245117, 7.85274600982666, 6.799341201782227, 6.442159175872803, 5.909594535827637, 6.4562859535217285, 6.592214584350586]","[7.604482364654541, 7.997810363769531, 7.998744010925293, 7.4425256729125975, 7.54212646484375, 6.644887256622314, 6.694344902038575, 6.2023618698120115, 6.420512294769287, 6.569350147247315]"
67,1537,"[1537, 1047, 15116, 307, 332, 6778, 1391, 860, 7992, 12962]","{1096, 7107, 1628, 995}","[7.9868946, 7.9944105, 7.4534755, 7.2625017, 7.376772, 7.3624344, 7.1090174, 7.226999, 6.860076, 6.979709]",1047,"[7.800098419189453, 7.765440940856934, 6.301385402679443, 7.126673698425293, 6.350010395050049, 7.025768280029297, 6.994993686676025, 7.372684955596924, 6.427515506744385, 6.918242931365967]","[7.778890609741211, 7.712331295013428, 6.450351238250732, 6.887764930725098, 6.3237810134887695, 6.663228988647461, 7.053394794464111, 7.281414031982422, 6.619960784912109, 6.93490743637085]","[7.550840854644775, 8.258825302124023, 6.446437835693359, 6.432214736938477, 6.474963188171387, 6.928791046142578, 6.628532409667969, 7.164642333984375, 6.121850490570068, 7.14968729019165]","[7.603530406951904, 7.403692722320557, 6.4200439453125, 6.8045759201049805, 6.491396903991699, 7.190511226654053, 7.199307918548584, 7.259029388427734, 6.164819717407227, 6.9558258056640625]","[7.637202262878418, 8.115988731384277, 6.071689128875732, 7.0797200202941895, 7.15801477432251, 6.960583209991455, 6.481064796447754, 7.0062150955200195, 6.303442478179932, 6.773478984832764]","[7.6741125106811525, 7.851255798339844, 6.337981510162353, 6.866189861297608, 6.559633255004883, 6.953776550292969, 6.871458721160889, 7.216797161102295, 6.327517795562744, 6.946428489685059]"
68,1231,"[1231, 16141, 622, 15444, 7972, 7351, 294, 6917, 7395, 6989]","{13825, 13699, 260, 22405, 920, 12953, 13082, 13080, 12956, 16798, 7457, 14242, 675, 677, 12966, 553, 938, 17712, 17715, 22324, 17463, 446, 578, 22218, 588, 22225, 6361, 994, 996, 17653, 762, 12923, 22397}","[9.105157, 9.108093, 8.3428135, 7.968553, 8.054687, 7.999425, 8.066815, 8.100273, 7.5116987, 7.6059957]",16141,"[8.980992317199707, 8.980453491210938, 8.558806419372559, 5.792570114135742, 8.41040325164795, 8.157196044921875, 7.5715765953063965, 8.437323570251465, 7.451672077178955, 8.046830177307129]","[7.494811534881592, 8.922350883483887, 8.30273151397705, 8.522745132446289, 8.774381637573242, 8.741225242614746, 7.70846700668335, 8.669323921203613, 7.244937419891357, 7.781517028808594]","[8.113900184631348, 9.021649360656738, 8.58415699005127, 7.979647159576416, 8.840181350708008, 9.643258094787598, 8.022234916687012, 8.597740173339844, 7.533806324005127, 8.121912956237793]","[6.815848350524902, 8.488482475280762, 8.117964744567871, 7.414618492126465, 8.164599418640137, 8.419097900390625, 7.632584095001221, 8.776297569274902, 7.494318962097168, 7.736179828643799]","[6.467328071594238, 9.09241771697998, 8.450932502746582, 8.003610610961914, 8.914132118225098, 9.355207443237305, 7.865673542022705, 8.951530456542969, 7.190346717834473, 7.9625749588012695]","[7.574576091766358, 8.90107078552246, 8.402918434143066, 7.542638301849365, 8.620739555358886, 8.86319694519043, 7.760107231140137, 8.68644313812256, 7.383016300201416, 7.929802989959716]"
69,1217,"[1217, 1116, 7394, 6960, 7491, 1465, 1387, 2752, 2787, 66]",,,-1,,,,,,
70,1231,"[1231, 7394, 1217, 12939, 6852, 1072, 49, 6856, 6854, 837]","{1000, 5412, 18950, 12903}","[8.469316, 8.490638, 7.860519, 7.518147, 7.2375464, 7.127067, 7.042442, 7.004642, 6.999989, 6.929629]",7394,"[6.138259410858154, 6.084194660186768, 7.4111456871032715, 5.8245320320129395, 6.818700313568115, 7.255492210388184, 5.817861557006836, 7.39845085144043, 7.266262531280518, 6.88827657699585]","[5.91509485244751, 5.933294773101807, 7.158470153808594, 6.79907751083374, 6.799774646759033, 5.7402520179748535, 5.872487545013428, 7.117294788360596, 7.287008762359619, 6.816957950592041]","[6.246772289276123, 5.374806880950928, 7.445197582244873, 6.348941326141357, 6.832211971282959, 7.9081854820251465, 7.403955459594727, 7.34673547744751, 7.001134395599365, 6.918306350708008]","[4.783758163452148, 6.163109302520752, 7.569308280944824, 6.811770439147949, 7.289769172668457, 7.403675079345703, 6.618129730224609, 7.332992076873779, 7.3323588371276855, 7.255712985992432]","[7.189761161804199, 5.612820625305176, 7.162593364715576, 6.4631452560424805, 6.498621463775635, 7.794064521789551, 5.645778656005859, 6.775598526000977, 6.864222526550293, 6.48541259765625]","[6.054729175567627, 5.833645248413086, 7.349343013763428, 6.449493312835694, 6.84781551361084, 7.220333862304687, 6.271642589569092, 7.194214344024658, 7.1501974105834964, 6.872933292388916]"
71,621,"[621, 307, 943, 968, 8430, 929, 613, 5770, 941, 12981]","{7685, 1541, 1543, 1547, 22549, 22550, 22551, 22552, 22553, 22554, 22555, 22556, 22557, 22558, 22559, 22560, 22561, 22562, 22563, 22564, 22565, 22566, 22567, 22568, 22569, 22570, 22571, 22572, 22573, 22574, 22575, 22576, 22577, 22578, 22579, 22580, 22581, 22582, 22583, 16438, 1096, 1609, 19021, 13396, 598, 1121, 1123, 1130, 18037, 20089, 12923, 18049, 17543, 20620, 20120, 13486, 176, 1200, 14521, 1218, 1226, 8413, 18144, 1248, 1250, 741, 13542, 1262, 1267, 1575, 18681, 255, 7937, 7432, 20242, 18201, 285, 1310, 7457, 7972, 1320, 1326, 14648, 7995, 16189, 13119, 13120, 1352, 853, 17240, 1368, 858, 21033, 20322, 18279, 14713, 892, 1405, 1408, 1413, 13197, 1423, 410, 16303, 1461, 14774, 17867, 13270, 14812, 1508, 1004, 1516, 1526, 8183, 15358}","[8.289802, 7.7860723, 6.9851246, 7.1712446, 7.2139115, 8.29187, 6.5270495, 6.3717113, 6.3067307, 6.3094]",929,"[4.212544918060303, 2.8711559772491455, 5.994753360748291, 5.346377372741699, 3.420689821243286, 4.470765590667725, 6.491332530975342, 5.0552544593811035, 6.05125093460083, 2.7034459114074707]","[4.502913475036621, 3.4334022998809814, 4.745175838470459, 4.873353958129883, 3.4842519760131836, 4.939482688903809, 5.164836406707764, 4.814546585083008, 4.7324018478393555, 3.3404228687286377]","[3.272665023803711, 2.6622111797332764, 5.160863399505615, 6.068912506103516, 3.275609254837036, 4.641351699829102, 5.993692874908447, 4.699817180633545, 5.726123332977295, 2.6712520122528076]","[4.494522571563721, 3.9018959999084473, 4.721101760864258, 5.06868314743042, 3.51739501953125, 4.087296962738037, 5.273034572601318, 4.622713088989258, 4.91525936126709, 2.985050678253174]","[4.58068323135376, 3.5298969745635986, 5.649296283721924, 5.903087139129639, 3.738455057144165, 5.082144260406494, 6.024509429931641, 4.757049083709717, 5.6833696365356445, 3.159653425216675]","[4.212665843963623, 3.2797124862670897, 5.254238128662109, 5.452082824707031, 3.4872802257537843, 4.644208240509033, 5.789481163024902, 4.789876079559326, 5.421681022644043, 2.971964979171753]"
72,6778,"[6778, 803, 860, 1391, 4340, 4341, 15116, 23361, 903, 1552]",,,-1,,,,,,
73,1231,"[1231, 1516, 49, 12272, 1450, 6446, 1202, 6186, 621, 8080]",,,-1,,,,,,
74,1231,"[1231, 1047, 197, 1391, 7394, 17781, 12948, 6778, 1473, 12939]",,,-1,,,,,,
75,1231,"[1231, 49, 1516, 7394, 994, 1072, 1217, 443, 155, 6186]","{6400, 10372, 6917, 7048, 6664, 13577, 9995, 16144, 23058, 6419, 6804, 11796, 5016, 5145, 10266, 12443, 12698, 5017, 15774, 4767, 22944, 12190, 2208, 22947, 12195, 5285, 12710, 6183, 22954, 23084, 10413, 11694, 16045, 22961, 9881, 11185, 6836, 6971, 11454, 12097, 6083, 15940, 11717, 11334, 22983, 9669, 6989, 23122, 6233, 7006, 23011, 22883, 9957, 6377, 11500, 9709, 6254, 6253, 22897, 11505, 23027, 11515, 10108, 4477}","[8.447034, 8.44851, 7.668, 7.3995295, 7.6818786, 7.6216855, 7.614845, 7.601203, 7.411153, 7.0957146]",49,"[7.3659844398498535, 7.9472575187683105, 7.40634822845459, 5.499424934387207, 7.142369747161865, 7.449201583862305, 7.508098125457764, 7.896051406860352, 7.17389440536499, 6.334977626800537]","[6.955275535583496, 7.759130477905273, 7.710811138153076, 5.048501968383789, 7.292721748352051, 6.9025187492370605, 7.946184158325195, 8.002734184265137, 7.683182239532471, 6.717197418212891]","[6.587479114532471, 7.916649341583252, 7.371224880218506, 5.067958831787109, 7.84283447265625, 6.887073040008545, 7.2488274574279785, 8.13948917388916, 7.130748748779297, 6.583909034729004]","[6.213316917419434, 7.665774345397949, 7.404966354370117, 5.358537673950195, 7.263535976409912, 7.105020046234131, 7.975986957550049, 8.215556144714355, 7.5975751876831055, 7.050328254699707]","[7.483087062835693, 8.217811584472656, 7.089028835296631, 5.829453468322754, 6.89008092880249, 6.651365280151367, 7.696987628936768, 8.075990676879883, 6.549006462097168, 5.924924850463867]","[6.9210286140441895, 7.901324653625489, 7.396475887298584, 5.360775375366211, 7.2863085746765135, 6.999035739898682, 7.675216865539551, 8.065964317321777, 7.226881408691407, 6.522267436981201]"
76,6778,"[6778, 1554, 21897, 6852, 19996, 15089, 6855, 13979, 5238, 7299]",{12982},"[6.550195, 6.5571594, 6.207893, 6.0313873, 5.868395, 6.112188, 5.9201603, 5.92278, 5.866615, 5.7940016]",1554,"[6.4721903800964355, 7.627899169921875, 6.638154983520508, 5.824573993682861, 6.443459987640381, 5.071040630340576, 5.8900885581970215, 7.368837833404541, 5.986036777496338, 5.5057549476623535]","[6.489334583282471, 7.40437126159668, 6.707265853881836, 5.863255977630615, 5.980916500091553, 5.356783866882324, 5.422041416168213, 5.569960117340088, 5.8227338790893555, 5.757689952850342]","[6.322227954864502, 6.94199800491333, 6.598591327667236, 5.162532806396484, 5.336498737335205, 5.246665954589844, 5.785510540008545, 3.9291858673095703, 5.646494388580322, 5.1923909187316895]","[6.5877227783203125, 7.487590312957764, 6.446506023406982, 6.078528881072998, 6.124459743499756, 5.319471836090088, 5.523742198944092, 4.578890800476074, 6.125661849975586, 5.635274887084961]","[6.147841930389404, 7.532560348510742, 6.299076557159424, 5.520813465118408, 5.22850227355957, 4.877405166625977, 5.717372417449951, 4.516363620758057, 5.472846984863281, 5.324469089508057]","[6.403863525390625, 7.398883819580078, 6.537918949127198, 5.689941024780273, 5.822767448425293, 5.174273490905762, 5.667751026153565, 5.192647647857666, 5.810754776000977, 5.48311595916748]"
77,1231,"[1231, 443, 1072, 49, 1516, 994, 155, 792, 15116, 8000]","{23297, 7299, 1053, 547, 677, 51, 1203, 821, 16825, 17086, 20810, 1623, 17629, 864, 23271, 14057, 1003, 14706, 23285, 23293}","[9.197865, 9.133193, 9.2026205, 8.7314, 8.711699, 8.747323, 8.100309, 7.952837, 8.454857, 7.9700856]",1072,"[9.163043022155762, 8.51547908782959, 8.617579460144043, 7.216477394104004, 8.317997932434082, 7.823349952697754, 8.273197174072266, 6.859882354736328, 5.919502258300781, 7.604020595550537]","[9.060863494873047, 8.446304321289062, 8.38326644897461, 7.057226181030273, 8.244729995727539, 8.442912101745605, 8.823893547058105, 6.708617210388184, 6.175088405609131, 7.051395416259766]","[8.688162803649902, 9.008410453796387, 9.355955123901367, 7.7938947677612305, 8.719138145446777, 7.594851016998291, 8.526139259338379, 6.906306266784668, 5.944652080535889, 7.6712470054626465]","[9.652138710021973, 8.994172096252441, 8.87531566619873, 7.704315185546875, 8.808246612548828, 8.054694175720215, 8.731468200683594, 7.474819183349609, 6.114499568939209, 7.413486480712891]","[9.521889686584473, 8.919669151306152, 7.681430816650391, 7.460001468658447, 8.349926948547363, 8.262166023254395, 8.538575172424316, 6.909789562225342, 6.051939487457275, 6.415436267852783]","[9.21721954345703, 8.776807022094726, 8.582709503173827, 7.446382999420166, 8.488007926940918, 8.035594654083251, 8.578654670715332, 6.971882915496826, 6.041136360168457, 7.231117153167725]"
