user,item,topk,counterfactual,predicted_scores,replacement,actual_scores_0,actual_scores_1,actual_scores_2,actual_scores_3,actual_scores_4,actual_scores_avg
122,6778,"[6778, 21897, 7467, 6852, 839, 6855, 7464, 12681, 7503, 6853, 1554, 7473, 1366, 6479, 6480, 6478, 758, 6965, 7057, 7071]",,,-1,,,,,,
123,1044,"[1044, 23176, 1047, 25781, 7337, 332, 10391, 943, 1210, 1012, 5238, 12948, 8058, 7393, 7051, 996, 7432, 1203, 5236, 12962]","{461, 790, 858, 443, 13148}","[7.634528, 7.66322, 7.138106, 7.321607, 6.8477054, 6.796171, 6.3233447, 6.3830614, 5.596621, 6.142268, 6.06645, 6.0093517, 5.7737308, 5.749679, 5.603116, 5.8153725, 5.841497, 5.374652, 5.55362, 5.7149806]",23176,"[7.500730037689209, 7.284874439239502, 5.462123870849609, 7.2833733558654785, 6.605921745300293, 5.589286804199219, 6.716627597808838, 6.552275657653809, 5.426929473876953, 6.178658485412598, 5.780082702636719, 6.384781360626221, 5.690619945526123, 5.767604827880859, 4.90767240524292, 5.635140895843506, 5.272451877593994, 5.563136100769043, 5.390597343444824, 5.099727630615234]","[7.866861343383789, 7.404893398284912, 5.757964611053467, 7.4378180503845215, 6.610638618469238, 5.231411457061768, 6.491128444671631, 6.792735576629639, 4.791028022766113, 6.2633376121521, 5.613504886627197, 6.499651908874512, 5.404205322265625, 6.467083930969238, 4.9971232414245605, 5.8684000968933105, 5.588786602020264, 5.797709941864014, 4.291493892669678, 5.521080017089844]","[7.721261024475098, 7.356523513793945, 6.1935553550720215, 7.3610310554504395, 6.765422821044922, 5.434290409088135, 7.056017875671387, 6.352199554443359, 5.322779655456543, 6.191013336181641, 5.772481918334961, 6.281121730804443, 5.1036224365234375, 6.2674241065979, 6.046875, 5.827927112579346, 5.473921298980713, 5.256326198577881, 4.860481262207031, 5.113162040710449]","[7.555654525756836, 6.909331798553467, 5.687459945678711, 7.819494247436523, 6.337548732757568, 7.222975730895996, 6.920353412628174, 6.879469871520996, 5.218840599060059, 6.141733169555664, 5.716210842132568, 6.314890384674072, 5.530829429626465, 6.326385021209717, 5.855195999145508, 5.939036846160889, 5.877416133880615, 5.463212966918945, 4.6688456535339355, 5.393179416656494]","[7.743720531463623, 7.395391941070557, 5.0774407386779785, 7.406404495239258, 6.466070652008057, 4.898814678192139, 6.615076541900635, 6.6405768394470215, 5.553843021392822, 6.307855129241943, 5.747325420379639, 5.605593681335449, 5.166879653930664, 6.403696537017822, 6.077852725982666, 5.846202373504639, 6.18515682220459, 5.348660945892334, 4.714324951171875, 5.184563159942627]","[7.677645492553711, 7.270203018188477, 5.635708904266357, 7.461624240875244, 6.557120513916016, 5.6753558158874515, 6.759840774536133, 6.643451499938965, 5.262684154510498, 6.216519546508789, 5.725921154022217, 6.21720781326294, 5.379231357574463, 6.246438884735108, 5.576943874359131, 5.8233414649963375, 5.679546546936035, 5.485809230804444, 4.785148620605469, 5.26234245300293]"
124,1473,"[1473, 6778, 860, 23361, 5236, 14824, 4340, 15116, 12525, 4341, 12681, 43, 7391, 903, 7394, 4349, 432, 4347, 1117, 4353]",{197},"[7.35509, 7.405128, 7.3275876, 7.0083194, 6.978417, 6.9811864, 6.8727474, 6.858073, 6.803101, 6.7942977, 6.751304, 6.681967, 6.6757913, 6.644276, 6.4754815, 6.4388623, 6.4218187, 6.425942, 6.4488945, 6.413378]",6778,"[7.088812351226807, 7.241970062255859, 7.164950847625732, 6.603176116943359, 6.746189594268799, 6.229158878326416, 6.7840166091918945, 7.002742767333984, 7.007355690002441, 7.065596103668213, 6.836390018463135, 6.706643104553223, 6.524234294891357, 6.151794910430908, 6.012169361114502, 6.564874172210693, 6.016671180725098, 6.6615071296691895, 6.5570549964904785, 6.681422710418701]","[7.771781921386719, 6.325106620788574, 6.36555814743042, 6.522974967956543, 7.447836399078369, 6.53486967086792, 6.982361793518066, 6.560789108276367, 6.953258514404297, 7.031356334686279, 5.925045013427734, 6.500494003295898, 7.088132858276367, 6.266845703125, 5.723209857940674, 6.932662010192871, 4.312636375427246, 6.984200954437256, 6.5017266273498535, 6.719951629638672]","[7.33528470993042, 6.991787433624268, 6.308376789093018, 6.379940032958984, 6.5266876220703125, 6.238976955413818, 6.705714225769043, 6.473670959472656, 6.7930588722229, 6.8899712562561035, 6.908483505249023, 6.3251543045043945, 6.364824295043945, 5.844980239868164, 5.888575553894043, 6.366687774658203, 5.618135452270508, 6.39042854309082, 6.25489616394043, 6.589668273925781]","[7.4899187088012695, 7.111352920532227, 6.651986598968506, 6.996212482452393, 6.522905349731445, 6.168544292449951, 6.81425142288208, 6.460327625274658, 6.957033157348633, 6.875568389892578, 7.053499221801758, 6.772861003875732, 6.640499591827393, 6.078525066375732, 5.821177959442139, 6.6487226486206055, 6.6662139892578125, 6.624241352081299, 6.426403999328613, 6.504659175872803]","[7.783280372619629, 6.302750110626221, 6.848322868347168, 7.125316143035889, 7.069300651550293, 6.696201801300049, 7.027202606201172, 6.292838096618652, 6.8404107093811035, 6.8297014236450195, 6.347861289978027, 6.966705322265625, 7.111907005310059, 6.318765163421631, 6.071414947509766, 6.7778191566467285, 5.952386379241943, 6.860568523406982, 6.761895179748535, 6.729754447937012]","[7.493815612792969, 6.794593429565429, 6.667839050292969, 6.725523948669434, 6.862583923339844, 6.373550319671631, 6.862709331512451, 6.558073711395264, 6.910223388671875, 6.9384387016296385, 6.614255809783936, 6.654371547698974, 6.745919609069825, 6.132182216644287, 5.903309535980225, 6.65815315246582, 5.7132086753845215, 6.704189300537109, 6.500395393371582, 6.645091247558594]"
125,5238,"[5238, 1554, 461, 8058, 1473, 4767, 7170, 7135, 4349, 15365, 4347, 12686, 4353, 7010, 6969, 6414, 1044, 7943, 1004, 1594]",,,-1,,,,,,
126,1231,"[1231, 1047, 197, 1391, 7394, 17781, 12948, 6778, 1473, 12939, 7057, 1217, 15116, 15089, 6718, 1554, 14824, 7395, 7008, 943]",,,-1,,,,,,
127,1231,"[1231, 1047, 197, 1391, 7394, 17781, 12948, 6778, 1473, 12939, 7057, 1217, 15116, 15089, 6718, 1554, 14824, 7395, 7008, 943]",,,-1,,,,,,
128,6778,"[6778, 17781, 1391, 21897, 5712, 12681, 5238, 860, 1554, 6718, 4340, 4353, 7503, 4347, 4349, 23176, 4341, 12948, 332, 7394]",,,-1,,,,,,
129,1366,"[1366, 21897, 6852, 6853, 1554, 6855, 17781, 6850, 7406, 1606, 1017, 12939, 12948, 6856, 1067, 13979, 6854, 6778, 16247, 7008]","{997, 7432, 1007, 1041, 27955, 439, 27452}","[10.000976, 10.022686, 9.503658, 9.455067, 9.404908, 9.309954, 9.494682, 9.03814, 8.987814, 8.894051, 8.85192, 8.813733, 8.638299, 8.6951, 8.535926, 8.112952, 8.503804, 8.543177, 8.393902, 8.460774]",21897,"[8.465826034545898, 10.395247459411621, 9.238227844238281, 9.583924293518066, 9.678735733032227, 9.38486385345459, 7.537392616271973, 9.078478813171387, 7.84251070022583, 8.24725341796875, 8.280808448791504, 9.125761032104492, 9.08800983428955, 8.784255981445312, 8.214439392089844, 6.493791580200195, 8.91901969909668, 8.784597396850586, 8.0799560546875, 8.184946060180664]","[8.682452201843262, 10.203766822814941, 9.070089340209961, 9.31091594696045, 9.257994651794434, 9.228886604309082, 7.160876750946045, 9.315736770629883, 8.317934036254883, 8.097536087036133, 8.23007869720459, 9.08145523071289, 7.698458194732666, 8.912946701049805, 8.09358024597168, 6.804515361785889, 8.953930854797363, 8.610267639160156, 8.177777290344238, 8.34035587310791]","[8.348278999328613, 10.421241760253906, 9.37132740020752, 9.288288116455078, 8.993280410766602, 8.915887832641602, 7.022424697875977, 8.931965827941895, 8.173818588256836, 7.509441375732422, 7.9012627601623535, 7.966873645782471, 8.501089096069336, 9.298906326293945, 7.811718463897705, 7.12267541885376, 9.283289909362793, 8.608489036560059, 8.085127830505371, 8.106019020080566]","[8.59913158416748, 10.114181518554688, 9.664205551147461, 9.318310737609863, 9.147110939025879, 9.224879264831543, 6.707583427429199, 8.77359676361084, 8.195793151855469, 7.637969017028809, 7.601480007171631, 8.816396713256836, 7.692447185516357, 8.905455589294434, 8.183788299560547, 5.320804595947266, 8.935559272766113, 8.763166427612305, 8.274351119995117, 8.187296867370605]","[8.461417198181152, 10.399106979370117, 9.452507972717285, 8.904572486877441, 9.583684921264648, 9.169719696044922, 6.887750148773193, 8.884196281433105, 8.02258014678955, 7.8580546379089355, 7.817071437835693, 8.207569122314453, 8.814045906066895, 8.562948226928711, 8.513221740722656, 5.806403636932373, 8.854686737060547, 8.284782409667969, 8.25034236907959, 8.886496543884277]","[8.511421203613281, 10.306708908081054, 9.359271621704101, 9.28120231628418, 9.332161331176758, 9.184847450256347, 7.063205528259277, 8.996794891357421, 8.110527324676514, 7.87005090713501, 7.966140270233154, 8.639611148834229, 8.35881004333496, 8.89290256500244, 8.163349628448486, 6.309638118743896, 8.9892972946167, 8.610260581970214, 8.173510932922364, 8.341022872924805]"
130,6778,"[6778, 8449, 1387, 20631, 12700, 1386, 13410, 1525, 7473, 12698, 22405, 11805, 21796, 13407, 12545, 21460, 16144, 944, 29059, 4353]","{1552, 13330, 1555, 20513, 1571, 49, 13366, 1079, 13368, 1611, 1616, 81, 1628, 5239, 19598, 19608, 14502, 684, 14540, 29906, 14547, 13525, 1752, 13535, 13541, 1289, 7435, 14611, 6422, 1819, 1312, 15139, 5422, 25400, 35642, 35643, 14652, 35645, 35644, 7491, 1347, 35656, 35657, 35658, 35660, 35661, 35662, 35663, 35664, 35665, 35666, 35667, 35668, 35669, 1370, 35679, 1376, 17248, 35682, 35688, 35691, 35692, 17265, 35698, 35700, 8580, 22414, 7057, 23450, 16283, 1448, 1465, 1473, 21961, 12753, 20951, 19428, 999, 16359, 1005, 7668, 12791, 14847}","[10.083711, 10.086077, 8.356997, 9.530301, 7.5912943, 7.906342, 7.626666, 7.6835227, 7.752181, 7.487634, 9.143121, 7.469781, 7.318445, 7.302794, 8.658962, 7.205121, 7.024062, 7.097237, 6.79085, 7.667038]",8449,"[8.294209480285645, 6.942237854003906, 7.527804851531982, 8.331985473632812, 5.9559831619262695, 6.396118640899658, 6.21822452545166, 5.813132286071777, 5.367364406585693, 5.344571590423584, 5.098846912384033, 6.222949504852295, 4.727956771850586, 5.318533420562744, 6.03203010559082, 5.568014621734619, 5.629079818725586, 5.52047061920166, 6.333157062530518, 2.7168142795562744]","[8.638258934020996, 7.115715980529785, 7.451596260070801, 7.739907741546631, 6.583847999572754, 6.425100326538086, 6.65297794342041, 5.4966535568237305, 6.051126480102539, 4.929043769836426, 5.482036590576172, 5.824018478393555, 4.583442687988281, 6.048209190368652, 6.09268856048584, 5.450980186462402, 5.783277988433838, 5.284984588623047, 6.370063781738281, 3.0743441581726074]","[8.535841941833496, 7.25162935256958, 7.2916717529296875, 7.332370281219482, 6.910676002502441, 6.605188369750977, 5.717616081237793, 6.147068977355957, 6.400442123413086, 5.8206634521484375, 4.914875030517578, 5.586036205291748, 5.669843673706055, 5.652762413024902, 5.552867412567139, 5.775076866149902, 6.053630352020264, 4.91713809967041, 6.718214988708496, 6.067198276519775]","[8.318284034729004, 7.0624518394470215, 7.4971232414245605, 7.768074989318848, 6.470652103424072, 6.395758152008057, 6.432405948638916, 5.567226886749268, 6.48045015335083, 5.693638324737549, 5.416468143463135, 6.103785514831543, 4.157406806945801, 5.761388778686523, 5.732516765594482, 5.653015613555908, 5.22415018081665, 5.230579853057861, 6.5812668800354, 5.3060688972473145]","[8.421019554138184, 7.221263408660889, 7.386699676513672, 6.874019622802734, 5.7174296379089355, 6.723090648651123, 5.7887444496154785, 5.9444732666015625, 5.737905502319336, 5.440290927886963, 5.235949993133545, 5.9356465339660645, 5.23947286605835, 5.318643093109131, 6.103738784790039, 6.067701816558838, 5.742722034454346, 5.253888130187988, 6.310774326324463, 2.8966009616851807]","[8.441522789001464, 7.1186596870422365, 7.430979156494141, 7.609271621704101, 6.3277177810668945, 6.50905122756958, 6.161993789672851, 5.793710994720459, 6.007457733154297, 5.445641613006591, 5.229635334014892, 5.934487247467041, 4.875624561309815, 5.619907379150391, 5.902768325805664, 5.702957820892334, 5.686572074890137, 5.241412258148193, 6.4626954078674315, 4.012205314636231]"
131,1231,"[1231, 14588, 7008, 80, 438, 17781, 6410, 13460, 7000, 15444, 7503, 995, 1366, 7431, 417, 6852, 8462, 6853, 6855, 197]","{35712, 257, 35714, 35713, 35716, 27909, 35718, 27911, 35720, 35719, 14599, 138, 35724, 14084, 35726, 35727, 35728, 17807, 536, 26136, 545, 16929, 20005, 938, 427, 939, 941, 301, 32429, 1203, 51, 17331, 21560, 12858, 188, 28734, 1605, 7239, 5962, 847, 6356, 17237, 598, 468, 6361, 6362, 18658, 613, 742, 621, 15474, 757, 35705, 19070}","[8.447516, 7.8475995, 7.8756514, 7.3218265, 7.1943507, 7.947916, 8.45796, 7.456425, 6.599822, 7.445795, 6.74338, 6.49735, 6.7724814, 6.084792, 6.022646, 6.504579, 6.640055, 7.657075, 6.617522, 6.286142]",6410,"[8.799047470092773, 6.222879409790039, 6.595764636993408, 7.089813709259033, 4.23710298538208, 3.988615036010742, 5.549702167510986, 7.240697383880615, 5.286533832550049, 7.290722370147705, 5.844391345977783, 6.876224040985107, 5.127387523651123, 5.819752216339111, 6.832607746124268, 5.472255229949951, 5.9035773277282715, 5.578611850738525, 5.332111358642578, 6.942041873931885]","[8.345674514770508, 6.056069374084473, 6.649720191955566, 7.253445625305176, 4.030603408813477, 3.6570043563842773, 6.274901866912842, 6.855898857116699, 5.265008926391602, 6.509272575378418, 5.464791774749756, 6.542049407958984, 5.174429416656494, 5.994022369384766, 6.055174827575684, 5.543709754943848, 5.772378444671631, 5.7676920890808105, 5.97210168838501, 6.0396575927734375]","[8.884194374084473, 5.549389839172363, 5.98228120803833, 7.020027160644531, 4.234530925750732, 3.907111406326294, 8.469987869262695, 6.626020908355713, 6.7474284172058105, 6.656993389129639, 5.678799629211426, 5.973108291625977, 4.932916164398193, 5.2761688232421875, 6.245909214019775, 5.672639846801758, 5.304995536804199, 5.701241970062256, 5.877401828765869, 5.878859043121338]","[8.328524589538574, 5.808651447296143, 5.68884801864624, 6.958482265472412, 3.762246608734131, 3.502324342727661, 7.287506580352783, 6.275805473327637, 4.632303237915039, 6.450911045074463, 5.1716718673706055, 5.942490100860596, 4.628172397613525, 5.368878364562988, 6.410308361053467, 5.5839643478393555, 4.970740795135498, 5.592037677764893, 5.634210109710693, 5.018679141998291]","[9.772287368774414, 6.295172214508057, 6.384241104125977, 6.774335861206055, 4.765828609466553, 3.9011764526367188, 5.5933709144592285, 7.153833866119385, 4.92209005355835, 5.594174861907959, 5.511505126953125, 6.190188407897949, 5.561446189880371, 5.66317081451416, 6.743273735046387, 5.779649257659912, 5.626912593841553, 5.953508377075195, 6.02297306060791, 6.4909210205078125]","[8.82594566345215, 5.986432456970215, 6.260171031951904, 7.019220924377441, 4.206062507629395, 3.7912463188171386, 6.635093879699707, 6.83045129776001, 5.37067289352417, 6.500414848327637, 5.534231948852539, 6.304812049865722, 5.084870338439941, 5.624398517608642, 6.457454776763916, 5.6104436874389645, 5.51572093963623, 5.718618392944336, 5.767759609222412, 6.074031734466553]"
132,6852,"[6852, 6853, 6855, 6850, 6856, 6854, 1554, 7406, 6851, 13979, 12939, 17781, 8462, 1366, 443, 7000, 19996, 7008, 14747, 1067]","{7299, 17543, 7176, 13198, 547, 1574, 13228, 35757, 1197, 16690, 1075, 947, 1334, 14648, 7099, 17214, 1473, 7239, 1352, 14794, 21201, 17239, 856, 13412, 13413, 36070, 8426, 239, 1011, 14588}","[9.495266, 9.497991, 9.364841, 8.955209, 8.767239, 8.575064, 8.224282, 8.025141, 8.0624485, 7.8493896, 7.9044747, 7.9414277, 7.770046, 7.658409, 7.640912, 7.510342, 7.5102262, 7.4573674, 7.4369445, 7.2355843]",6853,"[9.0006742477417, 9.0908784866333, 9.031513214111328, 9.053603172302246, 8.459184646606445, 8.293961524963379, 7.83255672454834, 7.0151214599609375, 7.650753021240234, 7.08784818649292, 7.811286449432373, 4.8765482902526855, 7.045874118804932, 7.058382987976074, 7.865821361541748, 7.267187118530273, 7.428500652313232, 6.509031295776367, 7.359475612640381, 6.837856292724609]","[9.277894020080566, 9.088788032531738, 8.994318008422852, 9.0528564453125, 8.662148475646973, 8.782867431640625, 8.059476852416992, 6.647126197814941, 7.964816570281982, 6.425924301147461, 8.230037689208984, 5.828174114227295, 7.371875762939453, 7.206168174743652, 7.767085552215576, 7.286642551422119, 7.698416233062744, 6.720457553863525, 6.9495744705200195, 6.95848274230957]","[9.189714431762695, 9.158409118652344, 9.059694290161133, 8.566798210144043, 8.708308219909668, 8.688067436218262, 7.840261459350586, 6.950540542602539, 8.1432523727417, 6.635934352874756, 7.849127769470215, 5.827665328979492, 7.422574520111084, 6.596098899841309, 7.853368282318115, 7.026703357696533, 7.375145435333252, 6.509082317352295, 7.84331750869751, 7.166994094848633]","[9.049798965454102, 9.074328422546387, 8.964512825012207, 8.901646614074707, 8.633460998535156, 8.657410621643066, 8.582786560058594, 6.729104042053223, 7.8105998039245605, 6.501708030700684, 8.159181594848633, 5.993067741394043, 7.645097255706787, 6.96804666519165, 7.942070484161377, 6.949934959411621, 7.6894073486328125, 6.68611478805542, 6.6285529136657715, 7.1049604415893555]","[8.98488712310791, 9.233281135559082, 9.127472877502441, 8.830953598022461, 8.592780113220215, 8.512646675109863, 7.559723377227783, 6.832165718078613, 7.851767539978027, 6.698209762573242, 7.642657279968262, 6.08066987991333, 7.235163688659668, 6.8651347160339355, 7.7660980224609375, 7.072360038757324, 7.800920009613037, 5.926069736480713, 7.922375679016113, 7.236257553100586]","[9.100593757629394, 9.12913703918457, 9.035502243041993, 8.881171607971192, 8.611176490783691, 8.58699073791504, 7.974960994720459, 6.834811592102051, 7.8842378616333, 6.669924926757813, 7.9384581565856935, 5.721225070953369, 7.344117069244385, 6.938766288757324, 7.83888874053955, 7.120565605163574, 7.598477935791015, 6.470151138305664, 7.340659236907959, 7.060910224914551]"
133,6480,"[6480, 1012, 4340, 1123, 7943, 4341, 6479, 5148, 4353, 4349, 4347, 860, 7464, 892, 8058, 18606, 14662, 13407, 6700, 15358]","{18696, 1473, 670}","[6.707052, 6.527155, 6.7566257, 6.4997783, 6.3952208, 6.7020764, 6.3136277, 6.2915034, 6.452548, 6.3799806, 6.3518524, 6.1698112, 5.852561, 6.238699, 5.754803, 5.7003527, 5.738255, 5.72736, 5.5664577, 5.654449]",4340,"[4.5550689697265625, 6.394762992858887, 5.987050533294678, 6.010860919952393, 5.482297420501709, 5.951399803161621, 4.536075592041016, 5.959932804107666, 6.0269455909729, 5.925858020782471, 6.099327564239502, 5.739326000213623, 6.27726936340332, 6.479619026184082, 4.172293186187744, 5.948358058929443, 4.412069797515869, 4.610994815826416, 5.241233825683594, 4.921371936798096]","[4.443774700164795, 6.398217678070068, 6.2050604820251465, 6.055417537689209, 5.945560932159424, 6.1986613273620605, 4.681208610534668, 5.829460620880127, 6.212904453277588, 6.552174091339111, 6.1960835456848145, 6.128052234649658, 7.003989219665527, 6.421230316162109, 4.917133331298828, 6.128478527069092, 5.226527690887451, 5.065726280212402, 5.385382652282715, 5.595710277557373]","[4.441014289855957, 6.489296913146973, 6.42897891998291, 6.181508541107178, 6.011472225189209, 6.248520374298096, 4.6574602127075195, 5.669988632202148, 6.063352584838867, 6.148764610290527, 6.425388336181641, 5.766093730926514, 5.728537559509277, 6.786970615386963, 4.391822338104248, 5.958528518676758, 6.190701961517334, 4.401293754577637, 5.824228286743164, 5.053780555725098]","[5.499446392059326, 6.330053329467773, 6.073964595794678, 6.1762919425964355, 6.253387928009033, 6.197824478149414, 5.139232635498047, 6.07859992980957, 6.724261283874512, 3.976686954498291, 6.694947719573975, 5.936183929443359, 6.48642635345459, 5.839899063110352, 5.734200477600098, 6.279035568237305, 4.001429080963135, 4.353394985198975, 5.498485565185547, 5.191399097442627]","[4.895893096923828, 6.227609634399414, 5.600005626678467, 5.939918041229248, 6.083481788635254, 5.662872314453125, 4.549934387207031, 6.1010823249816895, 6.35495138168335, 6.494149208068848, 6.564709663391113, 6.074030876159668, 6.577757358551025, 5.717265605926514, 3.8150906562805176, 5.893163681030273, 3.909114122390747, 4.24433708190918, 5.404999256134033, 4.667374610900879]","[4.767039489746094, 6.367988109588623, 6.059012031555175, 6.072799396514893, 5.955240058898926, 6.051855659484863, 4.712782287597657, 5.92781286239624, 6.276483058929443, 5.81952657699585, 6.396091365814209, 5.928737354278565, 6.414795970916748, 6.248996925354004, 4.606107997894287, 6.041512870788575, 4.747968530654907, 4.535149383544922, 5.470865917205811, 5.085927295684814]"
134,6960,"[6960, 2787, 7395, 407, 6616, 66, 12878, 1000, 1116, 622, 461, 21064, 1729, 21058, 7176, 21056, 536, 6685, 7032, 7387]","{36359, 1547, 26141, 1571, 37411, 36393, 16429, 8756, 1590, 7237, 5190, 37454, 21587, 36453, 5235, 5238, 5239, 36470, 1697, 37028, 18618, 37055, 37059, 37573, 37062, 37070, 37582, 18647, 18653, 37089, 3303, 18156, 14576, 37105, 37618, 37117, 14606, 16144, 37137, 36627, 37655, 37144, 5914, 36636, 36641, 1827, 36654, 5422, 36665, 7998, 8001, 37191, 37201, 37204, 25430, 25944, 1368, 37216, 8039, 36725, 18294, 38775, 37240, 21369, 37243, 4989, 37248, 37761, 37249, 36231, 36752, 37271, 37272, 37274, 36251, 37278, 37281, 36772, 36261, 36780, 37294, 943, 36784, 36276, 20920, 36284, 1471, 37313, 36802, 37321, 37324, 37332, 36312, 37340, 37341, 36338, 36850, 37365}","[10.15327, 10.153343, 9.225216, 8.903713, 8.328891, 8.027281, 8.051121, 7.766569, 7.8111296, 7.998792, 8.076465, 7.87164, 7.7595487, 7.771463, 8.001674, 7.7122545, 7.628027, 7.442589, 7.360944, 7.283382]",2787,"[9.736401557922363, 8.187979698181152, 7.802183628082275, 8.802153587341309, 7.721582889556885, 6.389005184173584, 7.315682888031006, 7.12640380859375, 6.674380302429199, 8.2921781539917, 7.48948860168457, 7.50038480758667, 6.6735334396362305, 7.121781826019287, 8.455785751342773, 7.037464618682861, 7.003904819488525, 6.8465681076049805, 5.8440070152282715, 7.1054158210754395]","[9.758186340332031, 8.30893611907959, 8.267603874206543, 8.735493659973145, 7.663204193115234, 7.596954822540283, 7.5250654220581055, 7.291802883148193, 7.317868232727051, 7.317422866821289, 7.469387054443359, 7.544503688812256, 7.2714338302612305, 7.321432113647461, 8.100616455078125, 7.246932029724121, 6.736070156097412, 6.876599311828613, 6.341307640075684, 6.664480686187744]","[9.934333801269531, 8.003199577331543, 7.984025478363037, 8.571998596191406, 7.759768009185791, 6.612967014312744, 7.835081577301025, 6.7316179275512695, 6.892994403839111, 8.597689628601074, 7.713940143585205, 7.161745071411133, 7.141377925872803, 7.185966968536377, 8.422791481018066, 7.258423328399658, 6.7265753746032715, 7.338284492492676, 6.053476810455322, 6.9785871505737305]","[9.574196815490723, 8.360909461975098, 8.119595527648926, 8.5706205368042, 7.390688419342041, 7.100119113922119, 6.1653618812561035, 6.93496561050415, 6.706876754760742, 8.442012786865234, 7.602423667907715, 6.985002517700195, 6.698288917541504, 6.944849967956543, 8.456925392150879, 7.081596374511719, 6.8321709632873535, 6.680932521820068, 5.820870876312256, 7.145899295806885]","[9.82529067993164, 8.016938209533691, 8.01134204864502, 8.957216262817383, 7.638236999511719, 7.287420749664307, 7.211938381195068, 7.213825702667236, 7.051886558532715, 7.688061237335205, 7.297876358032227, 7.203528881072998, 6.238242149353027, 7.30068826675415, 8.652213096618652, 7.318240165710449, 6.840981960296631, 6.849113464355469, 5.834901809692383, 6.563094139099121]","[9.765681838989257, 8.175592613220214, 8.03695011138916, 8.727496528625489, 7.634696102142334, 6.997293376922608, 7.210626029968262, 7.05972318649292, 6.928801250457764, 8.0674729347229, 7.514623165130615, 7.27903299331665, 6.804575252532959, 7.174943828582764, 8.4176664352417, 7.188531303405762, 6.827940654754639, 6.918299579620362, 5.978912830352783, 6.891495418548584]"
135,1231,"[1231, 23361, 6778, 307, 4340, 621, 4341, 3603, 1458, 12681, 803, 6989, 446, 4347, 4349, 4353, 8398, 32657, 1391, 32649]","{325, 23945, 38861, 38965, 1116}","[7.078693, 6.8392353, 7.0923724, 6.565167, 6.6718836, 6.538359, 6.62221, 6.313518, 6.1835446, 6.180048, 6.3197665, 6.729901, 6.07263, 6.228179, 6.2003713, 6.1909423, 5.9778576, 6.110217, 6.036045, 6.0790453]",6778,"[7.274065971374512, 7.282896041870117, 6.930576801300049, 7.237142562866211, 6.605937957763672, 7.293118476867676, 6.7670369148254395, 5.1437249183654785, 4.639657020568848, 5.983948707580566, 6.413568496704102, 5.977923393249512, 6.080286502838135, 6.1510539054870605, 6.467354774475098, 6.397433280944824, 5.965155124664307, 4.990795135498047, 6.662621021270752, 5.329159259796143]","[7.219005584716797, 7.178014755249023, 6.549978256225586, 7.270747184753418, 4.16748046875, 6.77561616897583, 4.151580333709717, 5.218953609466553, 2.829881429672241, 6.214863300323486, 6.206975936889648, 5.928661346435547, 5.669111251831055, 6.236308574676514, 6.162929058074951, 4.034257411956787, 5.084061622619629, 5.239562511444092, 6.3537983894348145, 5.682894229888916]","[5.486423969268799, 6.782810688018799, 6.43116569519043, 6.956088066101074, 6.583094120025635, 6.493777751922607, 6.456350803375244, 4.921632289886475, 4.751550674438477, 6.466843128204346, 6.300543785095215, 5.7093825340271, 5.7758307456970215, 6.3153276443481445, 6.384117126464844, 6.236620903015137, 4.808064937591553, 5.3444671630859375, 5.911709308624268, 5.260444164276123]","[6.998650074005127, 6.791537284851074, 6.478775978088379, 7.372717380523682, 6.552577495574951, 6.724598407745361, 6.613099098205566, 4.547144889831543, 2.296339750289917, 5.577665328979492, 6.437992572784424, 5.805374622344971, 5.902569770812988, 6.176720142364502, 6.245008945465088, 6.467747211456299, 4.8335371017456055, 5.141693592071533, 6.589484691619873, 4.6885576248168945]","[6.331791877746582, 6.807911396026611, 6.638512134552002, 7.227270126342773, 6.577024936676025, 6.523586273193359, 6.941748142242432, 4.825957775115967, 4.845220565795898, 6.367377281188965, 6.366898536682129, 6.21910285949707, 6.129593372344971, 6.0490522384643555, 6.255179405212402, 6.178998947143555, 5.848548412322998, 4.928652763366699, 6.2466254234313965, 5.345233917236328]","[6.6619874954223635, 6.968634033203125, 6.605801773071289, 7.212793064117432, 6.097222995758057, 6.762139415740966, 6.18596305847168, 4.9314826965332035, 3.872529888153076, 6.122139549255371, 6.345195865631103, 5.92808895111084, 5.911478328704834, 6.185692501068115, 6.302917861938477, 5.8630115509033205, 5.3078734397888185, 5.129034233093262, 6.352847766876221, 5.261257839202881]"
